sensor_id,timestamp,humidity,reindexed_id,sin_hour,cos_hour,sin_day,cos_day,sin_month,cos_month
1,2020-09-09 15:00:00+00:00,73.0,1,-0.7071067811865471,-0.7071067811865479,0.9510565162951536,-0.30901699437494734,-1.0,-1.8369701987210297e-16
1,2020-09-09 16:00:00+00:00,74.0,1,-0.8660254037844384,-0.5000000000000004,0.9510565162951536,-0.30901699437494734,-1.0,-1.8369701987210297e-16
1,2020-09-09 17:00:00+00:00,72.0,1,-0.9659258262890683,-0.25881904510252063,0.9510565162951536,-0.30901699437494734,-1.0,-1.8369701987210297e-16
1,2020-09-09 18:00:00+00:00,70.0,1,-1.0,-1.8369701987210297e-16,0.9510565162951536,-0.30901699437494734,-1.0,-1.8369701987210297e-16
1,2020-09-09 19:00:00+00:00,68.0,1,-0.9659258262890684,0.2588190451025203,0.9510565162951536,-0.30901699437494734,-1.0,-1.8369701987210297e-16
1,2020-09-09 20:00:00+00:00,66.0,1,-0.8660254037844386,0.5,0.9510565162951536,-0.30901699437494734,-1.0,-1.8369701987210297e-16
1,2020-09-09 21:00:00+00:00,65.75,1,-0.7071067811865477,0.7071067811865475,0.9510565162951536,-0.30901699437494734,-1.0,-1.8369701987210297e-16
1,2020-09-09 22:00:00+00:00,65.5,1,-0.5000000000000004,0.8660254037844384,0.9510565162951536,-0.30901699437494734,-1.0,-1.8369701987210297e-16
1,2020-09-09 23:00:00+00:00,65.25,1,-0.2588190451025215,0.9659258262890681,0.9510565162951536,-0.30901699437494734,-1.0,-1.8369701987210297e-16
1,2020-09-10 00:00:00+00:00,65.0,1,0.0,1.0,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 01:00:00+00:00,65.0,1,0.25881904510252074,0.9659258262890683,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 02:00:00+00:00,65.0,1,0.49999999999999994,0.8660254037844387,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 03:00:00+00:00,65.0,1,0.7071067811865475,0.7071067811865476,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 04:00:00+00:00,65.0,1,0.8660254037844386,0.5000000000000001,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 05:00:00+00:00,66.0,1,0.9659258262890683,0.25881904510252074,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 06:00:00+00:00,67.0,1,1.0,6.123233995736766e-17,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 07:00:00+00:00,68.0,1,0.9659258262890683,-0.25881904510252063,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 08:00:00+00:00,69.0,1,0.8660254037844388,-0.4999999999999998,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 09:00:00+00:00,69.75,1,0.7071067811865476,-0.7071067811865475,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 10:00:00+00:00,70.5,1,0.49999999999999994,-0.8660254037844387,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 11:00:00+00:00,71.25,1,0.258819045102521,-0.9659258262890682,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 12:00:00+00:00,72.0,1,1.2246467991473532e-16,-1.0,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 13:00:00+00:00,72.5,1,-0.2588190451025208,-0.9659258262890683,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 14:00:00+00:00,73.0,1,-0.4999999999999998,-0.8660254037844388,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 15:00:00+00:00,73.5,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 16:00:00+00:00,74.0,1,-0.8660254037844384,-0.5000000000000004,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 17:00:00+00:00,72.0,1,-0.9659258262890683,-0.25881904510252063,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 18:00:00+00:00,70.0,1,-1.0,-1.8369701987210297e-16,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 19:00:00+00:00,68.0,1,-0.9659258262890684,0.2588190451025203,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 20:00:00+00:00,66.0,1,-0.8660254037844386,0.5,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 21:00:00+00:00,66.0,1,-0.7071067811865477,0.7071067811865475,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 22:00:00+00:00,66.0,1,-0.5000000000000004,0.8660254037844384,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-10 23:00:00+00:00,66.0,1,-0.2588190451025215,0.9659258262890681,0.8660254037844388,-0.4999999999999998,-1.0,-1.8369701987210297e-16
1,2020-09-11 00:00:00+00:00,66.0,1,0.0,1.0,0.7431448254773945,-0.6691306063588579,-1.0,-1.8369701987210297e-16
1,2020-09-11 01:00:00+00:00,66.0,1,0.25881904510252074,0.9659258262890683,0.7431448254773945,-0.6691306063588579,-1.0,-1.8369701987210297e-16
1,2020-09-11 02:00:00+00:00,66.0,1,0.49999999999999994,0.8660254037844387,0.7431448254773945,-0.6691306063588579,-1.0,-1.8369701987210297e-16
1,2020-09-11 03:00:00+00:00,66.0,1,0.7071067811865475,0.7071067811865476,0.7431448254773945,-0.6691306063588579,-1.0,-1.8369701987210297e-16
1,2020-09-11 04:00:00+00:00,66.0,1,0.8660254037844386,0.5000000000000001,0.7431448254773945,-0.6691306063588579,-1.0,-1.8369701987210297e-16
1,2020-09-11 05:00:00+00:00,66.75,1,0.9659258262890683,0.25881904510252074,0.7431448254773945,-0.6691306063588579,-1.0,-1.8369701987210297e-16
1,2020-09-11 06:00:00+00:00,67.5,1,1.0,6.123233995736766e-17,0.7431448254773945,-0.6691306063588579,-1.0,-1.8369701987210297e-16
1,2020-09-11 07:00:00+00:00,68.25,1,0.9659258262890683,-0.25881904510252063,0.7431448254773945,-0.6691306063588579,-1.0,-1.8369701987210297e-16
1,2020-09-11 08:00:00+00:00,69.0,1,0.8660254037844388,-0.4999999999999998,0.7431448254773945,-0.6691306063588579,-1.0,-1.8369701987210297e-16
1,2020-09-11 09:00:00+00:00,69.75,1,0.7071067811865476,-0.7071067811865475,0.7431448254773945,-0.6691306063588579,-1.0,-1.8369701987210297e-16
1,2020-09-11 10:00:00+00:00,70.5,1,0.49999999999999994,-0.8660254037844387,0.7431448254773945,-0.6691306063588579,-1.0,-1.8369701987210297e-16
1,2020-09-11 11:00:00+00:00,71.25,1,0.258819045102521,-0.9659258262890682,0.7431448254773945,-0.6691306063588579,-1.0,-1.8369701987210297e-16
